Fecha	PAH
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	5.00
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	             NaN
2.03E+04	16.00
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	3.00
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	11.00
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	3.00
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	2.00
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	12.00
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	7.00
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	3.00
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.04E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	9.00
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	5.00
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	6.00
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	13.00
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	13.00
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	11.00
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	14.00
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	             NaN
2.05E+04	12.00
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	7.00
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	14.00
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	11.00
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	11.00
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.06E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	3.00
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	2.00
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	3.00
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	15.00
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	5.00
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	7.00
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	             NaN
2.07E+04	9.00
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	6.00
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	4.00
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	6.00
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	15.00
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	8.00
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	3.00
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	5.00
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.08E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	7.00
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	18.00
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	5.00
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	11.00
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	14.00
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	9.00
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.09E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	13.00
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	7.00
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	8.00
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	12.00
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	6.00
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.10E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	8.00
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	12.00
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	7.00
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	6.00
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	10.00
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	6.00
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	             NaN
2.11E+04	8.00
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	14.00
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	10.00
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	10.00
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	8.00
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	3.00
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.12E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	3.00
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	5.00
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	11.00
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	11.00
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	12.00
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	12.00
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	14.00
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	             NaN
2.13E+04	12.00
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	16.00
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	12.00
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	7.00
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	6.00
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	15.00
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	10.00
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.14E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	1.00
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	3.00
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	6.00
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	7.00
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	5.00
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	12.00
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	             NaN
2.15E+04	7.00
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	9.00
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	13.00
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	3.00
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	10.00
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	9.00
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	9.00
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.16E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	22.00
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	11.00
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	18.00
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	7.00
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	16.00
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	8.00
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	4.00
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.17E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	11.00
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	10.00
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	11.00
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	5.00
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	14.00
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	12.00
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.18E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	14.00
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	4.00
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	8.00
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	13.00
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	7.00
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	             NaN
2.19E+04	8.00
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	24.00
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	7.00
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	11.00
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	6.00
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	5.00
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	11.00
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.20E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	19.00
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	5.00
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	4.00
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	2.00
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	7.00
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	4.00
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	             NaN
2.21E+04	12.00
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	13.00
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	12.00
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	13.00
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	12.00
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	1.00
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	8.00
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	2.00
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.22E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
2.23E+04	             NaN
