15.11	15.21	8.99	NaN	NaN	NaN	5.61	9.58	11.74	4.6	6.27	NaN
12.44	14.68	10.15	NaN	5.2	7.35	8.86	7.38	22	6.14	5.92	NaN
6.05	19.07	8.13	8.32	5.38	5.57	11.59	4.32	17.32	14.61	6.84	5.15
12.88	15.91	9.97	7.02	NaN	9.15	15.45	10.8	21.77	11.52	NaN	NaN
9.16	29.75	14.16	43.54	NaN	10.56	24.8	9.14	30.28	18.13	11.5	6.98
11.83	44.82	15.44	8.54	13.89	8.98	25.15	13.09	23.8	11.59	10.88	7.18
6.08	27.24	8.22	19.55	10.55	14.84	33.38	9.92	18.6	6.05	14.24	11.2
5.53	11.14	13.4	14.93	13.65	14.1	31.06	15.95	24.99	10.31	9.31	9.71
6.37	8.85	18.44	14.18	17.64	14.92	36.39	16.38	17.78	4.9	9.67	6.1
14.04	9.78	11.95	15.68	15.36	12.1	36.42	14.67	17.72	6.75	NaN	4.5
8.55	NaN	11.28	14.82	15.76	16.19	39.1	13.78	13.25	4.09	7.5	NaN
8.96	8.84	9.78	12.47	17.74	NaN	41.51	14.67	10.1	9.57	6.72	4.76
5.81	4.78	8.75	9.26	18.86	13.2	38.97	13.86	NaN	NaN	9.44	NaN
6.57	10.36	10.14	7.74	13.04	5.59	35.27	12.12	8.3	NaN	NaN	6.01
12.02	NaN	4.88	NaN	7.26	7.22	36.45	15.5	NaN	NaN	5.03	8.26
NaN	4.8	NaN	4.45	4.51	NaN	32.76	7.87	NaN	NaN	6.27	7.27
6.21	10.29	NaN	NaN	NaN	10.58	27.69	NaN	NaN	NaN	NaN	6.66
7.41	12.69	NaN	NaN	5.95	5.75	25.91	NaN	NaN	NaN	9.04	NaN
NaN	9.05	4.24	4.45	14.76	7.73	25.28	NaN	11.09	7.91	NaN	NaN
4.83	14.61	NaN	NaN	7.72	NaN	20.26	7.68	13.12	NaN	6.9	NaN
10.33	13.1	NaN	5.56	10.34	8.49	26.17	NaN	19.07	NaN	10.16	NaN
10.06	17.27	NaN	NaN	NaN	7.54	20.99	5.47	18.62	10.29	5.25	NaN
12.96	6.28	7.92	5.13	9.17	NaN	14.82	7.52	19.53	NaN	4.79	NaN
13.32	8.73	9.14	NaN	5.72	4.05	20.05	NaN	21.76	4.31	8.26	NaN
11.82	6.57	5.04	NaN	12.63	NaN	20.16	11.14	9.79	9.28	10.07	NaN
9.76	NaN	4.58	5.46	9.15	NaN	14.42	6.55	18.26	8.85	5.21	NaN
6.25	7.69	9.4	8.84	8.46	5.48	20.85	5.21	18.07	6.01	14.35	4.49
9.82	11.42	7.76	NaN	8.94	NaN	16.64	9.43	16.42	NaN	5.63	NaN
NaN	NaN	7.56	10.73	14.77	NaN	21.04	12.98	28.96	8.15	5.07	4.97
7.36	9.57	11.57	6.03	10.26	8.89	24.28	14.75	27.47	8.73	12.8	NaN
NaN	9.48	12.25	11.39	22.4	NaN	17.13	12.98	18.22	14.57	NaN	11.37
NaN	12.27	17.18	16.45	16.51	11.53	32.16	16.84	22.35	11.89	11.24	9.16
4.06	NaN	15.3	12.59	12.65	10.34	34.02	13.2	20.27	7.09	12.61	7.08
NaN	8.81	19.6	15.9	10.03	NaN	30.3	12.35	19.5	13.21	NaN	4.64
8.82	9.61	11.31	14.98	13.2	10.09	29.85	12.42	12.32	4.49	7.79	5.22
4.34	NaN	14.97	14.1	16.98	10.82	30.44	10.84	13.7	5.42	4.93	NaN
12.24	6.23	11.51	6.98	15.57	9.49	26.58	14.36	16.7	NaN	11.41	8.44
12.64	NaN	12.25	11.02	13.41	14.91	28.6	7.92	9.07	NaN	NaN	6.43
19.54	NaN	5.76	5.51	16.06	NaN	24.59	NaN	13.22	5.54	NaN	4.6
14.55	9.44	5.48	NaN	10.48	NaN	26.18	6.7	7.88	NaN	NaN	6.96
15.63	10.71	NaN	NaN	15.36	NaN	12.83	NaN	8.31	NaN	NaN	8.86
6.1	12.07	6.08	4	7.47	NaN	21.06	NaN	5.34	7.62	10.76	NaN
10.14	6.85	NaN	NaN	9.82	4.04	20.46	6.66	NaN	4.39	NaN	NaN
6.62	8.81	NaN	NaN	5.41	NaN	14.5	NaN	4.4	5.6	NaN	NaN
4.22	7.86	4.39	NaN	NaN	5.46	19.46	NaN	8.05	7.51	NaN	5.99
8.4	NaN	NaN	NaN	9.66	9.13	15.91	8.84	NaN	NaN	NaN	4.14
NaN	6.41	NaN	10.6	10.4	7.85	11.75	6.13	NaN	NaN	4.93	NaN
9.08	7.48	7.54	NaN	NaN	8.27	12.23	8.13	NaN	NaN	NaN	NaN
4.13	6.6	4.21	7.55	7.9	14.82	10.98	7.39	5.48	NaN	NaN	NaN
7.39	14.7	5.24	5.1	7.02	9.58	8.81	NaN	6.64	NaN	4.65	NaN
8.28	8.94	5.36	NaN	10.01	9.28	8.58	NaN	8.44	5.15	NaN	NaN
7.7	11.14	6.14	4.72	5.17	14.29	9.97	4.97	5.21	NaN	NaN	NaN
6.3	15.23	10.22	9.86	12.3	8.56	17.91	9.79	12.6	10.49	9.03	NaN
NaN	7.76	18.28	NaN	16.31	16.56	12.83	10.97	10.19	9.01	16.4	7.24
7.95	11.51	17.3	NaN	20.5	14.5	15.06	13.21	9.51	NaN	7.39	4.71
4.55	4.45	12.78	14.3	14.73	15.69	16.6	15.14	13.38	4.03	7.27	8.6
NaN	NaN	15.87	10.66	19.17	15.63	13.55	17.58	12.5	NaN	9.8	8.77
7.11	6.33	12.42	17.04	14.01	15.77	11.59	10.52	10.76	6.11	8.46	5.52
NaN	9.59	12.65	12.31	17.54	12.4	12.41	12.46	13.6	NaN	NaN	NaN
9.79	NaN	10.44	12.39	17.11	6.64	13.81	12.65	8.56	8.59	5.23	9.9
NaN	5.11	9	17.73	18.78	15.79	6.17	11.08	8.88	NaN	NaN	5.7
5.04	6.26	8.92	14.21	22.19	16.11	15.55	11.62	8.8	NaN	5.86	9.75
6.05	NaN	7.98	7.51	9.49	7.95	6.06	11.26	6.26	6.27	NaN	5.41
NaN	NaN	4.66	NaN	9.59	NaN	7.63	11.92	4.11	NaN	NaN	6.18
4.74	NaN	8.03	NaN	9.81	4.04	NaN	5.28	NaN	NaN	6.05	9.24
NaN	NaN	NaN	6.34	10.62	NaN	5.12	10.11	NaN	5.11	6.69	4.53
4.65	NaN	5	9.13	5.82	NaN	8.48	5.37	NaN	4.59	6.65	8.27
6.3	NaN	NaN	11.11	NaN	NaN	4.6	5.33	NaN	NaN	5.49	6.63
7.03	5.13	NaN	10.55	9.25	4.74	7.42	10.45	NaN	NaN	4.75	NaN
8.13	4.76	10.82	15	8.6	NaN	5.21	NaN	NaN	4.65	8.01	8.72
12.7	NaN	6.41	10.23	8.84	NaN	8.25	6.39	NaN	NaN	NaN	NaN
12.96	4.51	5.86	16.68	5.73	8.34	5.72	7.87	NaN	NaN	4.86	4.23
5.93	8.3	5.88	12.44	5.76	7.83	7.36	NaN	6.87	6.32	6.38	NaN
NaN	NaN	5.19	12.14	6.23	5.63	10.06	10.25	NaN	NaN	5.05	NaN
NaN	6.92	9.36	13.44	8.87	7.77	10.44	6.91	NaN	NaN	NaN	NaN
5.75	7.92	10.01	14.86	11.09	17.44	16.86	5.66	NaN	5.68	7.18	NaN
4.66	10.41	13.88	13.04	13.77	13.76	17.01	8.23	11.05	9.02	9.5	NaN
NaN	5.67	13.92	17.27	12.77	19.36	19.67	10.9	18.19	5.82	8.51	7.25
17.49	10.88	19.5	7.56	20.74	14.24	26.13	27.71	9.95	5	22.61	14.09
11.79	11.24	13.5	18.32	16.52	19.28	21.24	19.5	11.72	15.03	12.89	14.05
NaN	10.58	15.05	15.26	12.48	21.19	20.43	12.84	7.5	8.21	11.94	4.53
7.58	NaN	11.29	14.57	10.96	16.98	19.29	14.27	7.26	7.94	10.34	8.76
6.66	NaN	13.23	16.32	15.14	20.83	12.52	12.15	11.76	NaN	4.26	NaN
8.48	NaN	9.81	12.68	12.34	7.33	16.83	8.96	NaN	12.05	6.08	NaN
NaN	NaN	16.06	17.76	19.97	NaN	13.25	14.62	NaN	8.1	7.05	6.3
7.16	4.59	7.74	20.06	12.3	NaN	13.77	11.45	8.93	NaN	4.87	8.92
NaN	NaN	9.15	18.32	16.75	NaN	8.61	11.43	NaN	NaN	4.16	7.34
5.11	NaN	6.03	10.55	7.81	NaN	4.98	6.22	NaN	6.29	6.35	NaN
6.85	NaN	6.37	12.63	15.71	NaN	NaN	NaN	NaN	NaN	4.27	14.41
4.2	NaN	8.27	9.48	20	NaN	4.35	NaN	4.11	6.25	11.48	19.58
5.39	NaN	4.81	9.26	10.91	NaN	7.99	NaN	NaN	NaN	8.13	4.25
6.96	NaN	6.9	8.69	11.36	NaN	7.6	NaN	NaN	6.99	9.37	5.72
4.7	NaN	5.55	11.19	12.25	NaN	9.02	6.47	6.37	6.19	4.26	NaN
9.45	NaN	10.22	9.09	12.81	4.09	8.61	NaN	4.7	NaN	6.1	9.9
NaN	NaN	7.92	8.03	11.25	NaN	9.31	5.57	NaN	4.22	9.1	NaN
11	NaN	5.55	8.05	12.13	4.68	8.78	5.15	NaN	NaN	NaN	6.17
NaN	NaN	7.82	8.69	11.28	NaN	8.46	5.08	NaN	4.42	6.83	4.75
NaN	NaN	5.48	10.25	10.89	8.22	9.57	NaN	NaN	NaN	7.46	9.74
NaN	NaN	6.61	8.47	7.43	4.12	NaN	7.5	5.7	6.31	7.3	7.98
NaN	NaN	9.82	8.24	11.91	11.17	9.6	4.61	NaN	NaN	6.75	NaN
NaN	6.92	9.18	15.85	NaN	10.88	16.68	5.94	NaN	11.73	10.47	7.65
NaN	8.51	5.4	14.77	13.66	21.56	NaN	10.74	8.42	12.71	13.64	13.46
NaN	15	NaN	14.82	9.6	18.17	11.38	11.74	13.45	NaN	24.27	13.89
7.63	7.87	NaN	14.9	15.42	19.75	17.53	16.38	6.32	10.54	6.2	15.08
7.15	8.38	8.8	15.07	10.35	22.16	9.96	14.2	9.05	6.8	9.2	5.45
5.13	4.38	9.47	14.22	13.09	19.55	12.71	11.5	4.76	7.74	10.31	6.16
5	NaN	4.7	13.7	12.06	21.1	14.1	8.16	NaN	8.53	9.03	9.07
4.06	NaN	8.38	11.23	17.78	19.2	11.58	7.44	NaN	7.3	9.08	4.82
9.32	NaN	6.5	9.51	14.65	20.45	7.92	20.97	5.88	NaN	9.9	6.58
8.16	NaN	7.26	14.6	7.91	22.06	NaN	4.09	NaN	NaN	8.07	6.64
11.92	NaN	NaN	12.8	16.1	17.56	NaN	NaN	7.78	11.54	13.21	8.77
5.8	NaN	NaN	9.76	9.47	21.3	NaN	NaN	NaN	NaN	10.27	NaN
9.77	4.32	NaN	6.17	10.8	14	4.36	NaN	NaN	NaN	8.94	8.88
4.7	5.25	NaN	9.94	6.15	21.73	4.66	6.1	NaN	NaN	NaN	8.26
NaN	NaN	NaN	7.69	8.31	19.89	7.42	NaN	10.27	NaN	NaN	7.29
NaN	5.01	NaN	8.43	NaN	16.78	NaN	7.48	11.47	9.94	9.84	9.46
6.94	NaN	NaN	8.34	5.06	18.46	4.48	6.36	NaN	NaN	NaN	5.39
NaN	NaN	4.99	6.15	NaN	17.44	NaN	NaN	5.85	NaN	NaN	5.42
NaN	NaN	6.02	8.41	NaN	17.81	5.77	NaN	7.96	NaN	NaN	6.03
