9.66	NaN	NaN	4.61	NaN	18.27	NaN	NaN	NaN	NaN	NaN	7.08
NaN	NaN	NaN	7.66	5.61	14.43	8.39	4.33	6.44	NaN	7.3	NaN
5.37	5.82	6.39	8.56	4.49	16.97	NaN	NaN	6.71	NaN	NaN	6.7
4.21	4.83	4.57	10.65	8.29	18.42	NaN	NaN	NaN	NaN	NaN	8.75
4.82	15.01	5.23	6.22	6.59	18.61	11.09	5.68	6.34	NaN	5.77	4.08
13.34	8.96	8.44	15.01	5.86	19.48	9.29	4.91	NaN	7.41	9.35	NaN
15.15	10.29	11.78	17.72	7.57	21.26	21.35	5.21	5.34	8.17	12.13	11.73
10.85	12.86	5.4	21.96	21.62	26.91	23.33	6.89	NaN	NaN	NaN	15.43
8.03	13.03	11.75	20.66	14.97	29.81	26.51	9.34	9.9	7.37	6.91	14.2
7.44	7.14	13.71	17	19.86	22.68	27.05	5.05	5.37	4.12	13.94	12.02
9.61	7.68	15.01	17.18	9.9	23.62	25.55	11.26	4.01	6.47	NaN	5.31
11.84	NaN	11.82	14.17	14.03	21.67	30.32	7.54	NaN	7.57	NaN	8.97
4.03	4.55	12.31	15.58	11.26	20.01	29.98	8.35	NaN	NaN	8.95	NaN
6.46	NaN	9.67	39.33	11.72	21.64	26.54	NaN	NaN	NaN	NaN	12.49
8.32	4.06	7.81	14.68	5.51	22.11	23.67	NaN	NaN	4.64	6.43	8.62
6.11	NaN	NaN	20.4	NaN	18.17	21.87	NaN	NaN	NaN	9.19	10.56
4.6	NaN	5.32	11.08	5.3	18.34	18.89	NaN	NaN	NaN	4.78	7.13
5.29	4.63	7.16	14.62	NaN	11.64	11.16	4.32	NaN	NaN	8.23	NaN
5.55	NaN	4.84	14.14	5.53	13.59	15	5.66	6.32	NaN	10.6	4.58
NaN	5.65	6.45	11.66	4.69	11.05	18.58	NaN	5.29	11.86	8.12	4.2
6.62	NaN	NaN	10.37	7.17	15.28	9.72	NaN	NaN	7.59	8.69	NaN
NaN	NaN	6.84	9.52	8.12	18.84	14.85	NaN	NaN	NaN	5.96	NaN
NaN	4.25	NaN	5.62	7.16	14.8	10.7	NaN	NaN	5.86	6.4	4.33
5.16	NaN	8.48	5.19	9.64	10.69	13.13	NaN	4.13	7.04	7.15	NaN
NaN	NaN	8.29	7.81	10.41	18.82	12.36	NaN	NaN	NaN	5.53	NaN
NaN	NaN	NaN	5.08	6.09	18.39	19.62	NaN	NaN	NaN	6.66	NaN
6.87	NaN	5.13	NaN	11.19	18.04	11.83	NaN	5.85	9.95	7.29	NaN
NaN	NaN	5.3	7.43	10.63	14.71	13.6	NaN	5.09	NaN	9.45	6.54
NaN	NaN	11.31	8.93	10.61	20.43	13.9	6.22	8.86	4.46	7.07	6.51
5.16	5.52	5.3	8.04	8.53	19.35	17.76	NaN	11.45	9.29	19.74	NaN
11.52	16.02	7.12	16.14	14.01	23.48	16.22	NaN	18.01	NaN	14.36	6.83
9.27	17.36	15.31	19.58	20.77	10.8	4.16	18.66	17.78	NaN	13.86	13.28
8.24	5.3	11.99	22.48	15.64	19.84	15.91	12.22	10.27	7.92	11.54	14.62
NaN	6.54	17.23	21.11	13.69	21.97	16.77	9.31	8.12	NaN	10.11	9.95
4.2	4.26	10.53	20	13.14	21.03	14.32	NaN	10.83	5.56	8.27	7.59
5.48	5.03	15.12	24.2	17.71	19.92	21.15	NaN	13.78	10.12	17.13	5.27
6.97	4.02	12.41	20.53	18.1	22.8	19.66	NaN	13.41	NaN	NaN	7.53
7.48	13.18	9.84	15.17	10.55	23.33	19.65	6.03	13.56	4.22	12.57	11.71
8.7	5.51	8.74	11.87	5.14	19.35	19.85	NaN	NaN	NaN	6.54	10.07
7.37	6.41	5.93	8.59	NaN	14.85	8.66	4.74	NaN	NaN	4.46	11.87
7.61	5.65	NaN	NaN	NaN	8.15	NaN	NaN	8.09	NaN	NaN	11.29
6.28	8.07	NaN	NaN	5.8	7.42	6.21	NaN	NaN	12.12	6.84	4.23
NaN	7.31	NaN	7.54	9.75	11.35	10.8	NaN	7.76	12.05	7.6	8.22
NaN	8.77	NaN	14.57	11.83	12.1	9.32	NaN	9.01	13.65	NaN	15.77
NaN	10.54	NaN	4	8.24	16.28	9.31	NaN	7.18	4.49	5.36	9.04
7.68	5.99	5.56	8.1	10.41	13.43	9.35	NaN	6.02	NaN	8.48	8.51
NaN	5.35	NaN	9.73	10.23	6.6	9.99	4.48	NaN	NaN	5.49	8.25
NaN	4.23	8.2	6.74	10.72	12.5	9.97	NaN	8.08	NaN	7.27	NaN
6.55	8.61	NaN	7.52	6.4	11.12	5.71	6.76	NaN	NaN	6.24	9.43
4.23	5.45	NaN	9.84	6.49	13.64	10.97	NaN	9.15	NaN	5.88	12.12
7.76	7.78	NaN	8.66	9.6	10.48	11.69	NaN	10.41	NaN	11.63	5.11
13.58	8.13	NaN	13.24	NaN	13.59	10.83	NaN	8.26	NaN	8.14	11.24
NaN	5.32	NaN	7.11	8.26	13.54	7.53	NaN	13.05	NaN	NaN	NaN
4.93	15.03	4.31	12.62	13.46	19.81	10.3	4.22	16.6	10.96	11.21	9.24
13.84	12.78	11.09	12.01	14.48	19.24	9.78	NaN	18.46	10.55	17.86	9.68
26.4	14.45	17.97	5.56	10.88	15.1	10.03	19.27	25.67	15.41	17.28	19.69
13.06	11.85	13.7	15.3	15.93	21.29	13.54	13.72	16.97	9.02	12.69	15.95
11.05	11.69	15.72	20.08	14.09	14.39	12.39	9.93	10.82	12.44	6.98	10.64
8.15	14.88	7.3	17.61	16.21	16.29	4.21	18.3	11.74	NaN	NaN	4.66
25.03	12.29	7.8	16.73	17.39	13.87	7.78	9.14	10.35	7.81	7.44	11.04
4.18	11.31	12.37	17.65	17.17	17.02	13.64	NaN	6.37	8.1	NaN	5.62
4.66	10.95	9.96	16.32	17.52	20.12	NaN	NaN	10.54	NaN	5.05	11.69
NaN	NaN	5.35	12.41	5.43	22.7	5.11	NaN	9.47	6.53	7.56	6.24
7.19	7.87	7.96	9.09	9.31	NaN	8.12	5.58	NaN	7.87	8.95	12.41
5.5	7.67	6.55	11.05	NaN	4.26	6.75	NaN	7.17	NaN	8.44	7.76
5.21	6.23	NaN	6.24	NaN	7.68	8.19	4.43	NaN	6.36	11.21	10.17
9.16	9.29	NaN	5.91	6.02	13.39	4.13	NaN	5.88	4.27	9.85	9.62
NaN	NaN	NaN	NaN	14.84	11.82	NaN	5.48	NaN	NaN	8.31	NaN
12.8	6.03	NaN	8.71	14.76	NaN	6.48	NaN	8.4	NaN	4.83	10.32
NaN	7.04	NaN	9.65	14.67	NaN	NaN	NaN	6.96	NaN	7.42	7.71
4.31	8.07	NaN	8.2	10.01	5	6.38	5.99	11.01	5.27	9.65	4.74
7.88	9.7	NaN	NaN	13.41	NaN	NaN	NaN	NaN	NaN	7.14	10.6
5.01	8.35	NaN	8.21	13.43	5.12	NaN	NaN	NaN	NaN	10.39	4.59
7.85	5.98	4.12	5.07	11.79	5.03	5.75	7.26	7.17	NaN	8.39	7.05
8.11	8.01	NaN	NaN	12.19	NaN	4.56	NaN	NaN	7.13	NaN	7.17
10.35	7.39	NaN	5.59	9.5	NaN	4.86	NaN	8.55	NaN	5.99	5.06
5.77	11.55	6.17	NaN	13.27	7.38	7.93	4.88	NaN	NaN	NaN	NaN
12.75	11.17	9.51	7	10.83	17.41	6.74	7.46	10.05	10.73	9.33	4.24
13.49	9.31	11.62	7.96	9.16	4.71	11.37	11.58	10.39	7.32	11.93	7.12
15.19	19.39	22.72	7.05	21.75	17.1	5.55	18.59	NaN	4.68	9.7	13.87
14.68	20.28	9.73	11	15.75	14.38	18.47	21	8.12	8.43	11.88	10.21
12.42	17.43	14.58	12.74	11.96	7.66	11.96	15.09	9.35	8.58	4.79	NaN
8.62	10.37	13.84	9.13	12.32	12.61	12.33	13	4.82	NaN	NaN	9.49
9.48	6.79	9.12	11.37	7.81	13.49	13.54	11.7	15.69	10.31	NaN	NaN
11.46	8.04	6.09	18.28	11.1	17.96	7.79	11.65	NaN	NaN	NaN	NaN
4.04	6.68	5.6	14.19	8.37	18.68	9.92	10.8	NaN	NaN	5.64	6.83
13.91	NaN	9.09	13.98	6.78	8.42	6.81	11.02	NaN	7.21	6.81	5.35
18.79	NaN	11.47	11.33	14.41	NaN	10.9	11.34	NaN	NaN	7.19	7.77
14.82	NaN	7.24	6.86	10.93	5.04	4.54	5.62	NaN	NaN	6.9	NaN
15.41	NaN	6.41	5.22	NaN	NaN	NaN	NaN	NaN	5.45	7	7.16
13.33	NaN	NaN	5.26	4.28	NaN	NaN	9.46	8.49	NaN	8.74	4.69
7.32	NaN	5.19	NaN	NaN	NaN	NaN	7.94	NaN	10.02	5.57	4.26
15.73	NaN	5.64	NaN	6.11	5	NaN	NaN	6.12	4.43	8.85	9.74
23.39	4.45	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.03	NaN
8.74	NaN	8.71	NaN	NaN	NaN	4.79	5	NaN	4.2	NaN	5.2
10.95	4.39	5.66	5.45	4.83	NaN	NaN	5.09	NaN	NaN	9.37	7.39
11.25	5.64	5.47	NaN	4.1	NaN	6.46	NaN	NaN	NaN	4.77	6.03
9.24	NaN	6.83	8.44	6.14	NaN	7.06	8.37	NaN	4.85	5.17	4.84
8.55	NaN	7.13	NaN	5.54	NaN	NaN	4.99	NaN	NaN	NaN	6.39
7.72	NaN	5.33	NaN	5.72	NaN	NaN	NaN	9.88	4.5	5.11	NaN
11.67	NaN	15.63	11.17	6.46	11.73	NaN	NaN	4.31	NaN	NaN	7.64
8.33	7.58	14.19	NaN	8.56	7.98	NaN	13.86	6.77	10.71	13.2	NaN
15.55	5.79	17.12	11.34	11.4	14.39	NaN	16.92	7.87	5.93	16.39	14.1
5.96	14.3	17.97	8.96	21.97	20	NaN	16.78	NaN	NaN	9.63	11.54
7.84	15.43	16.95	11.45	13.81	17.01	NaN	12.81	12.73	5.04	5.6	9.95
6.86	13.52	16.27	12.05	11.59	9.81	NaN	15.62	8.95	9.96	7.28	6.58
NaN	10.84	11.51	11.54	14.07	11.88	NaN	16.73	8.77	NaN	4.77	NaN
5.96	14.25	15.06	8.47	14.98	16.62	NaN	16.67	5.38	NaN	8.2	NaN
5.79	9.74	14.08	8.14	12.59	NaN	NaN	11.17	7.36	4.61	9.5	NaN
4.26	11.53	6.44	11.97	12.37	NaN	4.06	5.6	6.69	NaN	NaN	NaN
NaN	10.17	14.32	18.02	14.48	NaN	7.39	4.8	9.47	4.72	8.56	NaN
9.57	6.85	10.42	7.67	10.54	5.76	5.7	8.18	NaN	NaN	8.17	5.4
11.34	NaN	6.69	12.33	NaN	7.48	NaN	11.49	NaN	NaN	10.3	14.15
7.41	NaN	NaN	4.92	9.71	7.85	NaN	11.2	NaN	NaN	5.48	10.23
20.49	6.08	6.87	NaN	NaN	11.18	NaN	8.43	NaN	NaN	7.77	7.09
37.63	5.92	9.9	6.83	NaN	NaN	7.64	9.84	NaN	NaN	6.26	5.9
37.77	5.95	NaN	8.18	NaN	NaN	NaN	11.85	NaN	9.61	10.71	4.11
31.53	8.4	NaN	9.14	NaN	7.12	NaN	12.4	NaN	NaN	NaN	7.31
18.08	NaN	9.12	11.83	NaN	7.45	NaN	4.67	NaN	4.45	14.27	NaN
12.72	NaN	6.73	8.19	NaN	6.42	NaN	13.16	NaN	NaN	5.81	5.93
18.09	8.01	7.35	12.03	NaN	9.64	NaN	12.32	NaN	NaN	5.07	NaN
22.67	NaN	10.02	8.85	NaN	4.37	NaN	7.8	NaN	NaN	6.04	NaN
23.74	NaN	NaN	11.28	6.9	NaN	9.88	9.04	8.59	4.03	8.22	4.8
22.65	5.64	11.25	8.68	NaN	NaN	NaN	10.08	NaN	6.03	9.94	NaN
19.79	NaN	12.47	12.76	9.69	6.92	4.11	8.23	4.33	6.24	6.81	4.79
14.6	14.87	10.07	13.05	9.82	NaN	NaN	9.33	NaN	10.12	12.4	NaN
15.08	9.3	7.91	16.17	8.04	8.61	9.94	22.23	7.19	5.2	9.3	11.07
6.86	16.48	22.37	14.82	8.95	NaN	NaN	15.98	NaN	NaN	16.21	15.9
8.35	10.66	20.01	18.62	13.61	7.89	13.4	23.36	6.44	5.05	12.75	8.94
5.51	10.7	17.22	15.53	12.23	8.34	11.55	13.72	14.87	12.6	12.82	4.5
NaN	18.38	12.85	15.9	11.6	6.03	8.89	17.82	10.88	5.32	13.37	NaN
NaN	8.61	15.31	15.4	12.22	6.59	7.36	16.01	NaN	13.25	11.49	4.6
NaN	6.65	12.93	18.39	10.7	7.7	NaN	15.49	5.03	4.99	10.16	NaN
7.54	6.58	11.43	16.65	20.67	6.24	5.45	16.85	9.24	NaN	14.21	4.5
NaN	NaN	9.35	12.87	NaN	6.79	10.82	17.17	16.26	NaN	10.56	6.1
NaN	NaN	9.48	16.29	NaN	NaN	9.73	NaN	142.07	7.14	12.09	10.81
4.07	NaN	NaN	9.67	NaN	NaN	7.41	NaN	38.79	4.27	11.04	5.34
5.94	NaN	NaN	7.43	NaN	9.74	5.65	7.43	NaN	NaN	10.2	5.97
4.16	NaN	8.85	8.81	5.22	9.67	8.45	7.63	5.02	6.95	15.25	10.29
NaN	4.55	4.52	12.11	5.31	11.19	4.93	10.2	5.2	6.55	11.36	6.02
7.71	NaN	6.88	6.61	NaN	9.98	NaN	5.31	NaN	NaN	12.49	10.95
8.57	NaN	7.12	8.03	NaN	13.66	NaN	6.34	NaN	8.89	11.27	NaN
NaN	NaN	4.26	11.76	NaN	5.16	NaN	10.18	NaN	NaN	9.37	5.55
7.26	6.18	7.15	NaN	NaN	7.37	NaN	NaN	NaN	NaN	15.35	NaN
NaN	NaN	7.45	8.24	NaN	NaN	NaN	4.76	7.47	4.53	11.91	4.64
NaN	4.05	8.92	9.34	NaN	NaN	NaN	10.4	4.43	NaN	15.28	5.94
NaN	4.36	9.74	NaN	5.56	NaN	NaN	7.68	NaN	8.3	9.01	NaN
12.46	4.22	9.66	9.96	4	6.24	NaN	NaN	7.79	NaN	10.94	4.8
9.11	6.8	15.24	5.78	6.15	NaN	4.26	9.13	8.65	7.65	15.6	5.05
9.57	10.01	13.93	11.71	10.5	10.25	NaN	NaN	10.78	5.54	15.08	NaN
NaN	11.02	17.06	9.68	10.71	15.8	8.87	13.22	6.77	13.5	10.19	13.21
7.32	11.47	23.83	17.68	12.75	24.58	7.44	12.91	19.51	11.68	15.1	13.76
6.6	13.87	20.51	15.7	14.71	18.54	13.64	15.21	16.19	13.31	15.65	6.94
NaN	15.07	22.1	10.86	11.64	14.71	10.02	12.53	13.86	11.4	13.84	10.18
NaN	8.79	20.61	13.55	13.81	19.75	10.1	13.85	11.04	9.35	9.89	4.14
NaN	12.33	16.23	13.19	10.41	7.6	11.46	NaN	7.23	NaN	11.21	5.56
NaN	6.13	17.11	12.31	7.18	NaN	NaN	11.05	10.14	9.81	NaN	NaN
NaN	10.58	17	17.53	14.03	13.4	11.84	13.33	6.77	10.38	8.93	8.72
9.13	11.15	15.4	12.07	8.32	5.3	6.25	12.65	9.06	6.69	8.54	6.8
NaN	10.29	14.07	11.37	8.27	10.62	NaN	13.46	NaN	NaN	11.45	11.77
6.67	6.97	15.09	11.23	10.84	8.21	NaN	14.66	NaN	NaN	7.58	9.69
5.35	7.12	10.41	12.05	10.92	NaN	NaN	NaN	7.06	NaN	9.56	NaN
NaN	NaN	13.22	11.04	11.28	7.17	NaN	NaN	NaN	5.95	9.76	11.27
4.25	9.34	12.91	8.29	6.57	9.11	NaN	NaN	5.59	NaN	9.48	9.21
NaN	8.76	13.44	13.45	10.94	14.74	NaN	9.12	4.99	4.3	NaN	6.22
NaN	5.68	13.88	8.57	NaN	8.18	NaN	4.52	8.24	NaN	8.79	6.33
NaN	6.48	12.34	9.17	6.27	13.47	NaN	8.62	11.4	5.4	6.19	9.43
NaN	11.03	14.82	10.64	NaN	12.89	NaN	NaN	8.71	4.02	5.07	10.57
NaN	4.55	14.79	7.84	6.72	17.39	NaN	NaN	7.99	5.01	5.52	5.85
NaN	7.41	13.53	8.91	NaN	19.26	4.29	10.84	4.89	13.11	4.38	4.15
5.86	5.71	18.65	6.29	10.26	17.46	NaN	NaN	4.63	NaN	5.29	6.02
NaN	7.57	14.69	6.73	8.65	21.73	NaN	10.99	NaN	6.51	5.95	7.9
5.73	NaN	15.44	12.25	5.74	20.53	NaN	5.87	8.11	NaN	4.99	6.67
5.5	11.14	15.92	11.17	16.37	19.06	10.84	11.93	5.44	13.21	NaN	8.44
17.63	13.78	13.3	6.09	14.3	20.45	9.22	10.03	10.72	NaN	15	16.16
11.24	16.28	13.98	17.32	25.65	24.34	20.75	10.45	NaN	9.6	13.01	14.09
10.35	10.3	19.03	18.73	18.07	24.75	12.96	7.61	15.22	11.69	NaN	12.13
12.67	14.61	17.81	15.04	17.48	17.18	20.63	14.16	9.8	7.52	7.42	9.31
NaN	5.33	16.14	16.74	14.46	18.36	10.18	14.23	8.31	7.27	NaN	5.05
5.88	11.16	6.14	13.15	16.86	20.95	4.5	12.92	14.3	NaN	4.91	10.67
NaN	13.33	9.78	12.72	17.01	20.66	13.83	5.26	NaN	6.99	6.88	7.39
4.46	12.36	NaN	9.62	16.52	NaN	5.68	12.12	6.94	NaN	NaN	7.71
6.39	13.22	6.54	16.85	16.68	7.62	NaN	16.38	7.13	NaN	10.87	NaN
8.96	7.76	4.32	7.43	17.08	19.66	NaN	NaN	13.47	NaN	NaN	10.18
8.08	4.9	5.49	4.62	18.97	20.41	5.14	NaN	15.02	NaN	NaN	NaN
4.43	5.22	4.62	10.85	20.42	22.15	8.3	NaN	14.94	5.78	5	8.27
7.71	5.59	8.23	4.96	16.06	16.73	NaN	14.17	11.71	5.71	NaN	5.93
6.32	NaN	4.76	5.81	11.56	18.49	9.3	6.37	8.1	6.19	NaN	5.63
NaN	9.32	9.15	5.89	15.04	19.58	4.89	6.28	6.17	7.04	NaN	10.08
NaN	6.47	5.93	7.96	14.95	22.64	NaN	NaN	NaN	NaN	7.75	4.42
NaN	8.74	9.27	NaN	20.69	22.37	9.48	NaN	6.77	5.47	NaN	NaN
NaN	7.05	8.61	4.87	15.56	22.76	9.28	NaN	4.71	4.37	6.4	NaN
NaN	6.15	7.54	NaN	15.38	17.73	NaN	NaN	4.2	6.24	NaN	NaN
NaN	8.35	6.62	5.85	16.44	27.19	11.38	6.17	8.28	NaN	4.44	4.69
5.83	NaN	4.68	5.91	14.41	14.02	NaN	8.69	6.57	7.14	NaN	NaN
NaN	6.93	4.46	NaN	9.9	19.28	6.82	NaN	8.29	9.97	NaN	7.15
10.16	8.56	5.2	6.66	15.74	15.16	NaN	6.67	8.27	4.82	NaN	7.42
7.68	8.73	7.26	7.93	11.41	14.55	11.81	11.75	5.04	13.21	NaN	NaN
8.71	14.31	9.97	12.34	15.76	21.3	11.01	11.43	16.68	7.1	9.81	11.45
10.98	10.29	6.46	12.51	31.54	28.34	10.29	11.1	14	12.85	7.69	12.54
13.09	8.74	10.9	15.44	19.08	22.37	14.13	15.13	NaN	10.11	5.02	11.27
12.08	7.74	NaN	6.84	22.85	15.51	11.26	19.54	8.31	NaN	8.43	NaN
4.22	15.52	9.06	14.33	11.57	14.93	8.54	13.83	5.72	8.05	NaN	4.46
5.69	NaN	7.73	17.38	16.27	12	12.11	19.51	7.94	NaN	NaN	NaN
9.1	6.1	NaN	15.03	17.52	10.64	8	5.17	10.82	NaN	NaN	5.11
7.78	11.18	6.93	14.84	13.28	10.37	NaN	11.98	NaN	NaN	NaN	5
10.67	8.49	4.11	8.86	15.06	7.57	4.14	14.92	10.09	7.23	NaN	NaN
13.67	NaN	9.54	12.13	13.32	5.02	4.84	9.91	6.1	NaN	7.7	5.64
12.66	NaN	NaN	5.6	6.36	4.25	14.23	4.41	NaN	NaN	NaN	6.05
11.01	NaN	6.15	9.59	4.15	NaN	12.6	7.18	NaN	NaN	6.16	4.81
9.22	4.58	7.14	6.62	11.2	NaN	8.7	5.84	8.68	4.01	4.33	9.54
8.45	6.3	4.32	7.72	11.95	NaN	9.55	7.59	5.58	NaN	4.02	NaN
NaN	6.47	6.52	9.02	15.48	7.46	8.13	7.81	NaN	NaN	NaN	4.16
NaN	7.68	4.7	6.17	13.66	NaN	6.17	11.37	4.42	8.43	7.71	NaN
5.02	NaN	8.36	4.53	16.76	7.54	NaN	9.58	NaN	NaN	NaN	NaN
8.78	8.5	7.85	9.8	17.66	8.38	7.54	7.22	7.03	NaN	NaN	6.14
6.42	7.62	NaN	4.09	13.13	5.55	7.61	8.52	NaN	10.02	NaN	NaN
9.5	7.34	4.33	6.93	13.11	NaN	8.3	6.9	NaN	8.73	NaN	4.47
7.44	5.29	5.25	5.36	14.74	8.39	7.94	6.9	NaN	12.02	NaN	NaN
6.2	NaN	NaN	11.14	12.14	7.58	NaN	14.55	9.17	13.71	NaN	4.02
7.68	7.13	4.31	8.83	12.77	4.16	6.24	7.1	4.51	19.12	5.09	NaN
22.36	12.39	NaN	9.65	12.54	19.27	7.76	13.19	4.21	15.8	NaN	4.56
29.07	12.46	9.23	10.19	12.46	17.24	14.42	21.19	5.1	13.84	6.3	13.13
18.56	21.22	4.53	15.17	14.88	6.87	20.49	8.34	8.2	10.84	15.23	11.67
13.85	10.74	9.68	14.66	18.43	19.28	8.78	19.64	9.44	4.72	6.65	11.64
10.95	13.42	7.37	17	14.03	17.53	16.88	18.15	9.82	NaN	5.43	7.88
11.54	9.12	4.95	15.52	16.18	21.87	10.95	23.61	13.74	5.41	NaN	NaN
5.49	5.79	12.91	19.35	11.59	19.55	14.81	15.09	7.46	4.51	5.4	10.83
5.52	9.54	NaN	15.23	15.09	16.56	13.22	22.12	NaN	7.82	NaN	7.25
6.54	7.14	4.08	10.7	9.66	14.84	NaN	19.51	7.72	NaN	NaN	NaN
NaN	8.61	7.11	9.25	14.28	15.7	NaN	8.62	NaN	NaN	6.36	6.21
4.43	4.95	NaN	7.4	13.77	11.51	NaN	18.66	12.98	NaN	6.89	4.47
4.77	6.75	4.8	NaN	5.06	5.36	9.47	NaN	NaN	4.67	7.1	8.31
5.41	NaN	NaN	7.06	6.72	7.15	NaN	NaN	NaN	NaN	NaN	8.08
6.65	NaN	5.84	9.69	6.93	10.05	NaN	9.39	NaN	7.45	9.92	7.48
NaN	4.41	NaN	11.32	9.79	8.59	NaN	10.04	NaN	NaN	5.11	NaN
NaN	5.38	6.53	6.29	12.56	NaN	NaN	13.74	NaN	NaN	NaN	12.37
5.2	NaN	NaN	9.04	7.67	6.31	NaN	12.3	13.39	NaN	10.13	5.23
NaN	NaN	5.62	6.4	11.19	5.3	7.29	12.98	NaN	5.3	NaN	7.16
NaN	NaN	NaN	6.7	10.14	NaN	NaN	12.95	NaN	NaN	NaN	8.12
NaN	8.98	8.08	11.66	11.82	NaN	NaN	13.51	NaN	NaN	12.24	NaN
NaN	4.56	4.08	11.73	9.26	6.07	NaN	14.8	4.21	NaN	5.92	7.43
4.7	6.77	NaN	5.63	16.06	4.72	5.15	15.97	6.11	NaN	6.31	NaN
NaN	4.8	7.17	12.34	5.55	NaN	NaN	15.54	NaN	NaN	10.97	7.2
5.7	10.49	6.39	6.21	16.84	6.83	NaN	9.98	7.66	NaN	4.27	8.21
5.3	10.79	6.42	6.56	16.03	7.75	10.61	20.04	NaN	9.6	9.29	9.56
7.45	13.5	16.12	11.56	16.77	14.34	12.56	18.15	11.58	7.68	13.58	11.74
9.1	19.81	17.64	4.32	28.33	14.79	13.19	18.36	17.49	6.54	15.25	11.29
4.68	17.42	11.02	14.76	25.84	10.66	15.3	24.92	5.26	NaN	10.17	11.71
6.15	12.97	9.37	16.06	17.61	9.57	9	23.42	6.3	NaN	7.95	9.93
5.69	12.02	9.38	13.76	16.19	11.53	12.32	24.65	NaN	6.73	NaN	6.46
NaN	10.51	11.03	16.29	15.49	NaN	12.64	20.86	8.78	NaN	4.53	7.41
7.84	11.88	5.94	12.32	18.79	NaN	10.82	11.52	4.81	NaN	NaN	NaN
5.89	9.67	12.09	8.73	16.36	NaN	NaN	20.71	8.92	6.53	8.63	6.01
5.55	4.96	10.77	9.06	21.04	NaN	NaN	11.94	NaN	5.03	8.15	4.89
4.51	10	6.32	6.9	12.71	NaN	4.88	10	NaN	NaN	7.49	9.09
9.01	9.88	10.33	NaN	11.74	NaN	NaN	11.51	4.36	NaN	6.34	9.18
8.97	8.85	NaN	NaN	7.91	4.87	4.65	NaN	NaN	6.83	12.63	NaN
15.47	6.84	7.39	9.21	NaN	5.89	NaN	8.17	9.74	6.57	NaN	NaN
15.02	8.59	6.61	6.65	12.89	NaN	NaN	NaN	7.4	NaN	8.68	5.09
20.07	NaN	9.92	10.36	12.17	NaN	4.96	7.09	8.07	6.44	NaN	NaN
17.17	4.05	NaN	10.86	17.94	NaN	6.65	NaN	4.16	NaN	NaN	NaN
11.03	4.48	6.74	6.74	10.91	NaN	NaN	4.56	4.96	4.69	NaN	6.74
12.67	NaN	7.29	11.96	17.43	NaN	NaN	NaN	4.71	NaN	5.96	5.12
14	NaN	7.2	7.19	16.65	NaN	4.15	8.42	6.62	NaN	7.29	6.29
12.96	4.86	7.96	11.43	19.71	6.64	NaN	NaN	6.52	NaN	NaN	NaN
9.41	8.13	10.67	9.98	15.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.43	NaN	12.51	6.91	12.7	4.81	NaN	4.86	4.64	6.66	9.62	6.56
10.07	9.06	7.2	10.98	10.75	8.87	7.42	4.4	6.8	17.45	NaN	NaN
9.76	5.12	12.9	10.75	14.29	7.5	4.91	7.66	5.81	6.81	4.12	4.26
13.95	9.85	11.77	13.01	15.3	17.56	14.05	11.82	11.82	10.49	8.55	7.17
17.19	19.21	12.96	10.63	22.93	12.44	17.25	20.72	34.03	5.2	7.98	9.14
10.8	28.89	12.64	16.12	15.68	20.5	18.31	11.7	5.09	8.07	6.69	8.28
32.1	20.7	14.57	17.17	13.73	16.65	11.66	13.45	11.08	8.98	12.33	NaN
8.47	9.99	12.29	16.66	9.39	13.97	17.44	12.01	7.34	6.39	NaN	NaN
7.23	12.79	10.52	14.38	15.42	16.16	17.37	11.36	5.41	NaN	NaN	NaN
10.03	7.8	13.32	15.3	13.09	11.58	13.72	7.63	5.94	7.25	5.37	7.1
22.29	9.09	8.44	13.14	17.96	5.86	18.86	NaN	NaN	NaN	9.06	8.37
11.32	5.03	10.68	5.7	15.2	7.99	13.41	7.49	7.57	6.5	4.84	10.43
8.61	7.43	14.08	4.57	11.99	10.09	4.2	NaN	5.31	6.33	9.77	10.7
NaN	NaN	6.32	NaN	12.09	4.96	NaN	5.38	4.34	6.93	4.03	4.79
NaN	8.73	8.81	6.43	NaN	4.03	8.94	6.4	7.05	4.43	6.83	5.88
NaN	5.79	6.28	7.03	9.29	5.94	NaN	NaN	NaN	NaN	5.23	6.2
NaN	7.32	9.05	9.89	4.54	5.02	11.38	10.37	4.07	8.31	NaN	5.7
4.55	4.43	7.81	11.63	9.79	8.21	5.8	6.48	NaN	NaN	4.63	7.96
NaN	10.74	5.47	6.57	NaN	8.84	8.21	4.7	NaN	NaN	4.96	17.24
NaN	4.61	5.86	8.03	7.84	NaN	9.25	7.77	NaN	4.55	6.22	13.01
5.64	9.93	5.35	10.05	9.66	10.17	9.84	NaN	NaN	8.45	NaN	13.02
NaN	7.6	5.95	6.91	7.06	10.45	10.01	NaN	4.33	NaN	7.88	8.59
NaN	9.95	8.06	9.01	9.03	7.55	15.21	7.26	NaN	NaN	5.8	7.16
6.22	12.52	6.22	12.43	7.53	10.63	10.29	7.4	NaN	10.14	9.69	NaN
NaN	10.41	4.78	10.89	14.72	14.09	18.31	NaN	NaN	7.38	4.74	NaN
