start	SUMA
20/04/2017 22:48	1528
20/04/2017 22:58	1775
20/04/2017 23:07	1903
20/04/2017 23:17	1988
20/04/2017 23:26	1824
20/04/2017 23:36	1465
20/04/2017 23:45	1482
20/04/2017 23:55	1494
24/04/2017 00:04	1447
24/04/2017 00:14	1776
24/04/2017 00:23	1398
24/04/2017 00:33	1029
24/04/2017 00:43	871
24/04/2017 00:52	1466
24/04/2017 01:06	1226
24/04/2017 01:16	1369
24/04/2017 01:26	1356
24/04/2017 01:35	1426
24/04/2017 01:45	1184
24/04/2017 01:54	1216
24/04/2017 02:04	1325
24/04/2017 02:13	1091
24/04/2017 02:23	819
24/04/2017 02:33	956
24/04/2017 02:42	1070
24/04/2017 02:52	762
24/04/2017 03:01	762
24/04/2017 03:11	946
24/04/2017 03:20	938
24/04/2017 03:30	779
24/04/2017 03:40	656
24/04/2017 03:49	825
24/04/2017 03:59	1335
24/04/2017 04:08	812
24/04/2017 04:18	1028
24/04/2017 04:27	1242
24/04/2017 04:37	1797
24/04/2017 04:47	2452
24/04/2017 04:56	3022
24/04/2017 05:06	3947
24/04/2017 05:15	4884
24/04/2017 05:25	3664
24/04/2017 05:34	7454
24/04/2017 05:44	6700
24/04/2017 05:54	5353
24/04/2017 06:03	6118
24/04/2017 06:13	6882
24/04/2017 06:22	5446
24/04/2017 06:32	6749
24/04/2017 06:41	8006
24/04/2017 06:51	9151
24/04/2017 07:01	12459
24/04/2017 07:10	13897
24/04/2017 07:20	13584
24/04/2017 07:29	10137
24/04/2017 07:39	8954
24/04/2017 07:48	9665
24/04/2017 07:58	9635
24/04/2017 08:08	12591
24/04/2017 08:17	13128
24/04/2017 08:27	10746
24/04/2017 08:36	7014
24/04/2017 08:46	7746
24/04/2017 08:55	6245
24/04/2017 09:05	5325
24/04/2017 09:15	5356
24/04/2017 09:24	1742
24/04/2017 09:34	1902
24/04/2017 09:43	1772
24/04/2017 09:53	1641
24/04/2017 10:02	1644
24/04/2017 10:12	1624
24/04/2017 10:22	1329
24/04/2017 10:31	1474
24/04/2017 10:41	2415
24/04/2017 10:50	2689
24/04/2017 11:00	2480
24/04/2017 11:09	2078
24/04/2017 11:19	3451
24/04/2017 11:29	1165
24/04/2017 11:38	1403
24/04/2017 11:48	902
24/04/2017 11:57	1255
24/04/2017 12:07	1079
24/04/2017 12:16	1044
24/04/2017 12:26	762
24/04/2017 12:36	783
24/04/2017 12:45	1221
24/04/2017 12:55	710
24/04/2017 13:04	956
24/04/2017 13:14	773
24/04/2017 13:23	1068
24/04/2017 13:33	979
24/04/2017 13:43	912
24/04/2017 13:52	1055
24/04/2017 14:02	1153
24/04/2017 14:11	1126
24/04/2017 14:21	1611
24/04/2017 14:30	1423
24/04/2017 14:40	609
24/04/2017 14:50	1350
24/04/2017 14:59	725
24/04/2017 15:09	674
24/04/2017 15:18	1001
24/04/2017 15:28	922
24/04/2017 15:37	966
24/04/2017 15:47	1028
24/04/2017 15:57	1103
24/04/2017 16:06	837
24/04/2017 16:16	864
24/04/2017 16:25	837
24/04/2017 16:35	1057
24/04/2017 16:44	935
24/04/2017 16:54	1086
24/04/2017 17:04	877
24/04/2017 17:13	742
24/04/2017 17:23	946
24/04/2017 17:32	1110
24/04/2017 17:42	602
24/04/2017 17:51	1133
24/04/2017 18:01	890
24/04/2017 18:11	988
24/04/2017 18:20	0
24/04/2017 18:20	968
24/04/2017 18:30	1264
24/04/2017 18:39	1194
24/04/2017 18:49	1141
24/04/2017 18:58	715
24/04/2017 19:08	926
24/04/2017 19:18	846
24/04/2017 19:27	1165
24/04/2017 19:37	1664
24/04/2017 19:46	691
24/04/2017 19:56	880
24/04/2017 20:05	1166
24/04/2017 20:15	677
24/04/2017 20:25	788
24/04/2017 20:34	1223
24/04/2017 20:44	1580
24/04/2017 20:53	1373
24/04/2017 21:03	1436
24/04/2017 21:12	1608
24/04/2017 21:22	1227
24/04/2017 21:32	1032
24/04/2017 21:41	1466
24/04/2017 21:51	1164
24/04/2017 22:00	1000
24/04/2017 22:10	892
24/04/2017 22:19	897
24/04/2017 22:29	1279
24/04/2017 22:39	1295
24/04/2017 22:48	1197
24/04/2017 22:58	1559
24/04/2017 23:07	995
24/04/2017 23:17	524
24/04/2017 23:26	970
24/04/2017 23:36	1520
24/04/2017 23:46	1374
24/04/2017 23:55	833
05/06/2017 00:04	1248
05/06/2017 00:14	1448
05/06/2017 00:23	1180
05/06/2017 00:33	699
05/06/2017 00:43	813
05/06/2017 00:52	928
05/06/2017 01:06	1287
05/06/2017 01:16	957
05/06/2017 01:25	831
05/06/2017 01:35	876
05/06/2017 01:44	786
05/06/2017 01:54	920
05/06/2017 02:03	895
05/06/2017 02:13	907
05/06/2017 02:23	1151
05/06/2017 02:32	1332
05/06/2017 02:42	1575
05/06/2017 02:51	1373
05/06/2017 03:01	1012
05/06/2017 03:10	974
05/06/2017 03:20	806
05/06/2017 03:30	1012
05/06/2017 03:39	660
05/06/2017 03:49	941
05/06/2017 03:58	822
05/06/2017 04:08	667
05/06/2017 04:17	677
05/06/2017 04:27	917
05/06/2017 04:37	1095
05/06/2017 04:46	672
05/06/2017 04:56	815
05/06/2017 05:05	1161
05/06/2017 05:15	1075
05/06/2017 05:24	1291
05/06/2017 05:34	1465
05/06/2017 05:44	1767
05/06/2017 05:53	1581
05/06/2017 06:03	1292
05/06/2017 06:12	1728
05/06/2017 06:22	1504
05/06/2017 06:31	2045
05/06/2017 06:41	2511
05/06/2017 06:51	3308
05/06/2017 07:00	3626
05/06/2017 07:10	3229
05/06/2017 07:19	3152
05/06/2017 07:29	2653
05/06/2017 07:38	2488
05/06/2017 07:48	2698
05/06/2017 07:58	2181
05/06/2017 08:07	2196
05/06/2017 08:17	2223
05/06/2017 08:26	2531
05/06/2017 08:36	1161
05/06/2017 08:45	1044
05/06/2017 08:55	1448
05/06/2017 09:05	1790
05/06/2017 09:14	1660
05/06/2017 09:24	1543
05/06/2017 09:33	1291
05/06/2017 09:43	2026
05/06/2017 09:52	2391
05/06/2017 10:02	1347
05/06/2017 10:12	1946
05/06/2017 10:21	1652
05/06/2017 10:31	2431
05/06/2017 10:40	1656
05/06/2017 10:50	1437
05/06/2017 10:59	1684
05/06/2017 11:09	1163
05/06/2017 11:19	1474
05/06/2017 11:28	1375
05/06/2017 11:38	1620
05/06/2017 11:47	1613
05/06/2017 11:57	967
05/06/2017 12:06	1049
05/06/2017 12:16	962
05/06/2017 12:26	1304
05/06/2017 12:35	1287
05/06/2017 12:45	1391
05/06/2017 12:54	748
05/06/2017 13:04	666
05/06/2017 13:13	1095
05/06/2017 13:23	2210
05/06/2017 13:33	1472
05/06/2017 13:42	1417
05/06/2017 13:52	1106
05/06/2017 14:01	683
05/06/2017 14:11	1002
05/06/2017 14:20	864
05/06/2017 14:30	573
05/06/2017 14:40	410
05/06/2017 14:49	862
05/06/2017 14:59	461
05/06/2017 15:08	774
05/06/2017 15:18	742
05/06/2017 15:27	699
05/06/2017 15:37	721
05/06/2017 15:47	919
05/06/2017 15:56	584
05/06/2017 16:06	1097
05/06/2017 16:15	421
05/06/2017 16:25	694
05/06/2017 16:34	736
05/06/2017 16:44	694
05/06/2017 16:54	1031
05/06/2017 17:03	898
05/06/2017 17:13	973
05/06/2017 17:22	1366
05/06/2017 17:32	975
05/06/2017 17:41	1448
05/06/2017 17:51	1608
05/06/2017 18:01	1830
05/06/2017 18:10	1841
05/06/2017 18:20	1768
05/06/2017 18:29	1499
05/06/2017 18:39	1403
05/06/2017 18:48	1946
05/06/2017 18:58	1705
05/06/2017 19:08	1767
05/06/2017 19:17	2202
05/06/2017 19:27	1930
05/06/2017 19:36	1049
05/06/2017 19:46	1892
05/06/2017 19:55	2202
05/06/2017 20:05	3018
05/06/2017 20:15	2627
05/06/2017 20:24	2215
05/06/2017 20:34	1759
05/06/2017 20:43	1442
05/06/2017 20:53	1059
05/06/2017 21:02	1791
05/06/2017 21:12	2340
05/06/2017 21:22	2462
05/06/2017 21:31	2300
05/06/2017 21:41	3439
05/06/2017 21:50	2294
05/06/2017 22:00	1532
05/06/2017 22:09	1325
05/06/2017 22:19	1631
05/06/2017 22:29	1820
05/06/2017 22:38	1727
05/06/2017 22:48	893
05/06/2017 22:57	1126
05/06/2017 23:07	1070
05/06/2017 23:16	1063
05/06/2017 23:26	1066
05/06/2017 23:36	700
05/06/2017 23:45	1094
05/06/2017 23:55	917
13/06/2017 00:04	1485
13/06/2017 00:14	1530
13/06/2017 00:24	1333
13/06/2017 00:33	1349
13/06/2017 00:43	1246
13/06/2017 00:52	1301
13/06/2017 01:06	1238
13/06/2017 01:16	1081
13/06/2017 01:25	1305
13/06/2017 01:35	1402
13/06/2017 01:44	1461
13/06/2017 01:54	1166
13/06/2017 02:04	1024
13/06/2017 02:13	1228
13/06/2017 02:23	1154
13/06/2017 02:32	1259
13/06/2017 02:42	1358
13/06/2017 02:51	1270
13/06/2017 03:01	1102
13/06/2017 03:11	1157
13/06/2017 03:20	1287
13/06/2017 03:30	1190
13/06/2017 03:39	1469
13/06/2017 03:49	1388
13/06/2017 03:58	1524
13/06/2017 04:08	1697
13/06/2017 04:18	1574
13/06/2017 04:27	1324
13/06/2017 04:37	1471
13/06/2017 04:46	1171
13/06/2017 04:56	1103
13/06/2017 05:05	891
13/06/2017 05:15	1065
13/06/2017 05:25	1193
13/06/2017 05:34	1479
13/06/2017 05:44	1596
13/06/2017 05:53	2486
13/06/2017 06:03	1559
13/06/2017 06:12	2184
13/06/2017 06:22	1822
13/06/2017 06:32	2330
13/06/2017 06:41	2933
13/06/2017 06:51	3340
13/06/2017 07:00	3158
13/06/2017 07:10	3672
13/06/2017 07:19	3880
13/06/2017 07:29	4368
13/06/2017 07:39	3906
13/06/2017 07:48	3679
13/06/2017 07:58	4008
13/06/2017 08:07	4092
13/06/2017 08:17	3179
13/06/2017 08:26	2642
13/06/2017 08:36	3374
13/06/2017 08:46	2282
13/06/2017 08:55	2068
13/06/2017 09:05	2256
13/06/2017 09:14	1979
13/06/2017 09:24	1934
13/06/2017 09:33	1879
13/06/2017 09:43	1544
13/06/2017 09:53	1266
13/06/2017 10:02	1682
13/06/2017 10:12	1835
13/06/2017 10:21	3182
13/06/2017 10:31	1584
13/06/2017 10:40	2103
13/06/2017 10:50	1484
13/06/2017 11:00	1686
13/06/2017 11:09	1524
13/06/2017 11:19	1950
13/06/2017 11:28	1679
13/06/2017 11:38	1439
13/06/2017 11:47	1859
13/06/2017 11:57	1765
13/06/2017 12:07	1315
13/06/2017 12:16	1660
13/06/2017 12:26	1897
13/06/2017 12:35	1625
13/06/2017 12:45	1293
13/06/2017 12:54	1533
13/06/2017 13:04	1239
13/06/2017 13:14	1334
13/06/2017 13:23	1878
13/06/2017 13:33	1006
13/06/2017 13:42	1698
13/06/2017 13:52	1563
13/06/2017 14:01	1361
13/06/2017 14:11	1284
13/06/2017 14:21	1287
13/06/2017 14:30	1258
13/06/2017 14:40	1321
13/06/2017 14:49	1338
13/06/2017 14:59	1425
13/06/2017 15:08	1392
13/06/2017 15:18	1039
13/06/2017 15:28	1387
13/06/2017 15:37	1472
13/06/2017 15:47	1274
13/06/2017 15:56	1483
13/06/2017 16:06	1666
13/06/2017 16:15	1164
13/06/2017 16:25	1282
13/06/2017 16:35	1931
13/06/2017 16:44	1412
13/06/2017 16:54	1416
13/06/2017 17:03	1210
13/06/2017 17:13	952
13/06/2017 17:22	1196
13/06/2017 17:32	1168
13/06/2017 17:42	1947
13/06/2017 17:51	1447
13/06/2017 18:01	1830
13/06/2017 18:10	1688
13/06/2017 18:20	2855
13/06/2017 18:29	2518
13/06/2017 18:39	1019
13/06/2017 18:49	1900
13/06/2017 18:58	1728
13/06/2017 19:08	1500
13/06/2017 19:17	2267
13/06/2017 19:27	2323
13/06/2017 19:36	2775
13/06/2017 19:46	2017
13/06/2017 19:56	2456
13/06/2017 20:05	2417
13/06/2017 20:15	1982
13/06/2017 20:24	1644
13/06/2017 20:34	2086
13/06/2017 20:43	2010
13/06/2017 20:53	2094
13/06/2017 21:03	2619
13/06/2017 21:12	2088
13/06/2017 21:22	1976
13/06/2017 21:31	1804
13/06/2017 21:41	1372
13/06/2017 21:50	1205
13/06/2017 22:00	1334
13/06/2017 22:10	1352
13/06/2017 22:19	1173
13/06/2017 22:29	1529
13/06/2017 22:38	1196
13/06/2017 22:48	1299
13/06/2017 22:57	1833
13/06/2017 23:07	1370
13/06/2017 23:17	1301
13/06/2017 23:26	1185
13/06/2017 23:36	1230
13/06/2017 23:45	1471
13/06/2017 23:55	1039
17/07/2017 00:04	824
17/07/2017 00:13	993
17/07/2017 00:23	1188
17/07/2017 00:32	1198
17/07/2017 00:42	1029
17/07/2017 00:52	973
17/07/2017 01:06	941
17/07/2017 01:15	1047
17/07/2017 01:25	1324
17/07/2017 01:34	1228
17/07/2017 01:44	965
17/07/2017 01:54	1169
17/07/2017 02:03	1061
17/07/2017 02:13	925
17/07/2017 02:22	1211
17/07/2017 02:32	1083
17/07/2017 02:41	967
17/07/2017 02:51	1599
17/07/2017 03:01	1779
17/07/2017 03:10	1243
17/07/2017 03:20	1129
17/07/2017 03:29	836
17/07/2017 03:39	1051
17/07/2017 03:48	968
17/07/2017 03:58	870
17/07/2017 04:08	1190
17/07/2017 04:17	1434
17/07/2017 04:27	1339
17/07/2017 04:36	2036
17/07/2017 04:46	1612
17/07/2017 04:55	1526
17/07/2017 05:05	1524
17/07/2017 05:15	1310
17/07/2017 05:24	1317
17/07/2017 05:34	1152
17/07/2017 05:43	2771
17/07/2017 05:53	1542
17/07/2017 06:02	1918
17/07/2017 06:12	2131
17/07/2017 06:22	2538
17/07/2017 06:31	3505
17/07/2017 06:41	2844
17/07/2017 06:50	3128
17/07/2017 07:00	4639
17/07/2017 07:09	5013
17/07/2017 07:19	4812
17/07/2017 07:28	4474
17/07/2017 07:38	6010
17/07/2017 07:48	5353
17/07/2017 07:57	4302
17/07/2017 08:07	4793
17/07/2017 08:16	5425
17/07/2017 08:26	4274
17/07/2017 08:35	3737
17/07/2017 08:45	3031
17/07/2017 08:55	2398
17/07/2017 09:04	2540
17/07/2017 09:14	2772
17/07/2017 09:23	1759
17/07/2017 09:33	1805
17/07/2017 09:42	1451
17/07/2017 09:52	1832
17/07/2017 10:02	1181
17/07/2017 10:11	1437
17/07/2017 10:21	1196
17/07/2017 10:30	963
17/07/2017 10:40	1285
17/07/2017 10:49	1189
17/07/2017 10:59	1099
17/07/2017 11:09	1234
17/07/2017 11:18	1147
17/07/2017 11:28	847
17/07/2017 11:37	1004
17/07/2017 11:47	890
17/07/2017 11:56	1163
17/07/2017 12:06	1501
17/07/2017 12:16	1249
17/07/2017 12:25	946
17/07/2017 12:35	621
17/07/2017 12:44	529
17/07/2017 12:54	579
17/07/2017 13:03	1030
17/07/2017 13:13	949
17/07/2017 13:23	702
17/07/2017 13:32	1278
17/07/2017 13:42	1140
17/07/2017 13:51	927
17/07/2017 14:01	1186
17/07/2017 14:10	1414
17/07/2017 14:20	875
17/07/2017 14:30	854
17/07/2017 14:39	1558
17/07/2017 14:49	882
17/07/2017 14:58	0
17/07/2017 14:58	860
17/07/2017 15:08	1256
17/07/2017 15:17	1086
17/07/2017 15:27	1362
17/07/2017 15:37	1221
17/07/2017 15:46	1311
17/07/2017 15:56	0
17/07/2017 15:56	944
17/07/2017 16:05	1327
17/07/2017 16:15	1106
17/07/2017 16:25	912
17/07/2017 16:34	969
17/07/2017 16:44	1351
17/07/2017 16:53	1429
17/07/2017 17:03	1320
17/07/2017 17:12	1049
17/07/2017 17:22	1728
17/07/2017 17:32	1419
17/07/2017 17:41	1241
17/07/2017 17:51	1301
17/07/2017 18:00	2191
17/07/2017 18:10	2571
17/07/2017 18:19	4319
17/07/2017 18:29	898
17/07/2017 18:39	600
17/07/2017 18:48	621
17/07/2017 18:58	1232
17/07/2017 19:07	2993
17/07/2017 19:17	2283
17/07/2017 19:26	2721
17/07/2017 19:36	4236
17/07/2017 19:46	4493
17/07/2017 19:55	887
17/07/2017 20:05	274
17/07/2017 20:14	1153
17/07/2017 20:24	1439
17/07/2017 20:33	1659
17/07/2017 20:43	1576
17/07/2017 20:53	1923
17/07/2017 21:02	1299
17/07/2017 21:12	2135
17/07/2017 21:21	1941
17/07/2017 21:31	1471
17/07/2017 21:40	1204
17/07/2017 21:50	1186
17/07/2017 22:00	1393
17/07/2017 22:09	1567
17/07/2017 22:19	1940
17/07/2017 22:28	1964
17/07/2017 22:38	2234
17/07/2017 22:47	2472
17/07/2017 22:57	2097
17/07/2017 23:06	2204
17/07/2017 23:16	2187
17/07/2017 23:26	2087
17/07/2017 23:35	1811
17/07/2017 23:45	2796
17/07/2017 23:54	2060
19/07/2017 00:04	1594
19/07/2017 00:13	1455
19/07/2017 00:23	1425
19/07/2017 00:32	1290
19/07/2017 00:42	1082
19/07/2017 00:52	1242
19/07/2017 01:06	982
19/07/2017 01:15	1266
19/07/2017 01:25	1440
19/07/2017 01:34	1052
19/07/2017 01:44	1442
19/07/2017 01:53	1448
19/07/2017 02:03	600
19/07/2017 02:13	1012
19/07/2017 02:22	946
19/07/2017 02:32	1059
19/07/2017 02:41	869
19/07/2017 02:51	1013
19/07/2017 03:00	1045
19/07/2017 03:10	766
19/07/2017 03:20	731
19/07/2017 03:29	1358
19/07/2017 03:39	950
19/07/2017 03:48	1019
19/07/2017 03:58	861
19/07/2017 04:07	972
19/07/2017 04:17	848
19/07/2017 04:26	907
19/07/2017 04:36	975
19/07/2017 04:46	0
19/07/2017 04:46	1137
19/07/2017 04:55	1276
19/07/2017 05:05	1114
19/07/2017 05:14	904
19/07/2017 05:24	1074
19/07/2017 05:34	1325
19/07/2017 05:43	1479
19/07/2017 05:53	1764
19/07/2017 06:02	1360
19/07/2017 06:12	2001
19/07/2017 06:21	4367
19/07/2017 06:31	5300
19/07/2017 06:41	5861
19/07/2017 06:50	3612
19/07/2017 07:00	4220
19/07/2017 07:09	4892
19/07/2017 07:19	5422
19/07/2017 07:28	5348
19/07/2017 07:38	5532
19/07/2017 07:48	5681
19/07/2017 07:57	4308
19/07/2017 08:07	3582
19/07/2017 08:16	2848
19/07/2017 08:26	3007
19/07/2017 08:35	4500
19/07/2017 08:45	4022
19/07/2017 08:55	3500
19/07/2017 09:04	3673
19/07/2017 09:14	3239
19/07/2017 09:23	4702
19/07/2017 09:33	1598
19/07/2017 09:42	1754
19/07/2017 09:52	2346
19/07/2017 10:02	2191
19/07/2017 10:11	3468
19/07/2017 10:21	1539
19/07/2017 10:30	2439
19/07/2017 10:40	2438
19/07/2017 10:49	1333
19/07/2017 10:59	1217
19/07/2017 11:09	1174
19/07/2017 11:18	1320
19/07/2017 11:28	1396
19/07/2017 11:37	1284
19/07/2017 11:47	1521
19/07/2017 11:56	1206
19/07/2017 12:06	2255
19/07/2017 12:15	1458
19/07/2017 12:25	1579
19/07/2017 12:35	1639
19/07/2017 12:44	1112
19/07/2017 12:54	1350
19/07/2017 13:03	1650
19/07/2017 13:13	1947
19/07/2017 13:22	1507
19/07/2017 13:32	1747
19/07/2017 13:42	1319
19/07/2017 13:51	1445
19/07/2017 14:01	964
19/07/2017 14:10	2217
19/07/2017 14:20	1743
19/07/2017 14:29	2109
19/07/2017 14:39	1936
19/07/2017 14:49	1460
19/07/2017 14:58	1493
19/07/2017 15:08	1170
19/07/2017 15:17	1181
19/07/2017 15:27	1000
19/07/2017 15:36	3197
19/07/2017 15:46	2276
19/07/2017 15:56	1536
19/07/2017 16:05	1485
19/07/2017 16:15	2068
19/07/2017 16:24	3383
19/07/2017 16:34	2235
19/07/2017 16:43	1904
19/07/2017 16:53	1852
19/07/2017 17:03	1621
19/07/2017 17:12	3243
19/07/2017 17:22	1776
19/07/2017 17:31	1888
19/07/2017 17:41	1235
19/07/2017 17:50	1654
19/07/2017 18:00	1092
19/07/2017 18:10	1065
19/07/2017 18:19	1279
19/07/2017 18:29	1645
19/07/2017 18:38	2195
19/07/2017 18:48	2497
19/07/2017 18:57	2758
19/07/2017 19:07	2822
19/07/2017 19:17	3442
19/07/2017 19:26	3846
19/07/2017 19:36	3466
19/07/2017 19:45	3278
19/07/2017 19:55	3684
19/07/2017 20:04	3582
19/07/2017 20:14	2770
19/07/2017 20:24	2834
19/07/2017 20:33	2680
19/07/2017 20:43	2515
19/07/2017 20:52	2774
19/07/2017 21:02	3103
19/07/2017 21:11	3482
19/07/2017 21:21	3486
19/07/2017 21:31	3379
19/07/2017 21:40	3787
19/07/2017 21:50	2926
19/07/2017 21:59	2548
19/07/2017 22:09	2932
19/07/2017 22:18	2615
19/07/2017 22:28	2287
19/07/2017 22:38	2910
19/07/2017 22:47	2604
19/07/2017 22:57	2631
19/07/2017 23:06	3201
19/07/2017 23:16	2764
19/07/2017 23:25	2318
19/07/2017 23:35	2335
19/07/2017 23:45	2031
19/07/2017 23:54	2417
21/08/2017 00:03	1607
21/08/2017 00:13	1835
21/08/2017 00:22	1947
21/08/2017 00:32	1806
21/08/2017 00:42	1532
21/08/2017 00:51	1622
21/08/2017 01:05	1407
21/08/2017 01:15	1653
21/08/2017 01:25	1766
21/08/2017 01:34	1657
21/08/2017 01:44	1826
21/08/2017 01:53	1718
21/08/2017 02:03	1734
21/08/2017 02:12	1750
21/08/2017 02:22	1913
21/08/2017 02:31	2280
21/08/2017 02:41	2667
21/08/2017 02:51	3169
21/08/2017 03:00	4251
21/08/2017 03:10	3312
21/08/2017 03:19	2852
21/08/2017 03:29	2861
21/08/2017 03:38	2361
21/08/2017 03:48	2821
21/08/2017 03:58	4016
21/08/2017 04:07	3864
21/08/2017 04:17	2978
21/08/2017 04:26	3116
21/08/2017 04:36	2890
21/08/2017 04:45	3015
21/08/2017 04:55	2772
21/08/2017 05:05	2684
21/08/2017 05:14	2620
21/08/2017 05:24	2812
21/08/2017 05:33	2993
21/08/2017 05:43	3190
21/08/2017 05:52	3253
21/08/2017 06:02	3017
21/08/2017 06:11	3053
21/08/2017 06:21	2954
21/08/2017 06:31	3727
21/08/2017 06:40	3910
21/08/2017 06:50	3760
21/08/2017 06:59	4110
21/08/2017 07:09	3581
21/08/2017 07:18	4604
21/08/2017 07:28	4784
21/08/2017 07:38	5021
21/08/2017 07:47	5182
21/08/2017 07:57	5583
21/08/2017 08:06	5708
21/08/2017 08:16	7128
21/08/2017 08:25	6857
21/08/2017 08:35	6365
21/08/2017 08:45	5349
21/08/2017 08:54	3797
21/08/2017 09:04	3136
21/08/2017 09:13	3517
21/08/2017 09:23	3449
21/08/2017 09:32	2743
21/08/2017 09:42	2409
21/08/2017 09:51	3031
21/08/2017 10:01	2981
21/08/2017 10:11	2633
21/08/2017 10:20	3080
21/08/2017 10:30	3164
21/08/2017 10:39	2066
21/08/2017 10:49	1707
21/08/2017 10:58	2070
21/08/2017 11:08	2360
21/08/2017 11:18	2108
21/08/2017 11:27	1887
21/08/2017 11:37	1900
21/08/2017 11:46	1348
21/08/2017 11:56	1565
21/08/2017 12:05	1662
21/08/2017 12:15	1321
21/08/2017 12:24	1381
21/08/2017 12:34	1345
21/08/2017 12:44	1898
21/08/2017 12:53	2002
21/08/2017 13:03	1268
21/08/2017 13:12	1102
21/08/2017 13:22	1271
21/08/2017 13:31	1636
21/08/2017 13:41	1374
21/08/2017 13:51	1173
21/08/2017 14:00	1398
21/08/2017 14:10	1654
21/08/2017 14:19	1720
21/08/2017 14:29	1484
21/08/2017 14:38	1256
21/08/2017 14:48	1378
21/08/2017 14:58	1466
21/08/2017 15:07	1032
21/08/2017 15:17	1149
21/08/2017 15:26	1071
21/08/2017 15:36	1410
21/08/2017 15:45	1421
21/08/2017 15:55	1717
21/08/2017 16:05	1473
21/08/2017 16:14	1865
21/08/2017 16:24	2073
21/08/2017 16:33	2825
21/08/2017 16:43	2663
