start	SUMA
21/08/2017 16:52	2399
21/08/2017 17:02	1890
21/08/2017 17:12	2230
21/08/2017 17:21	2458
21/08/2017 17:31	2074
21/08/2017 17:40	2272
21/08/2017 17:50	2382
21/08/2017 17:59	1955
21/08/2017 18:09	1615
21/08/2017 18:18	2301
21/08/2017 18:28	1698
21/08/2017 18:38	1989
21/08/2017 18:47	2650
21/08/2017 18:57	1107
21/08/2017 19:06	1436
21/08/2017 19:16	1576
21/08/2017 19:25	2024
21/08/2017 19:35	2339
21/08/2017 19:45	2138
21/08/2017 19:54	2578
21/08/2017 20:04	2811
21/08/2017 20:13	3013
21/08/2017 20:23	2585
21/08/2017 20:32	2214
21/08/2017 20:42	2221
21/08/2017 20:52	1814
21/08/2017 21:01	2042
21/08/2017 21:11	2303
21/08/2017 21:20	2244
21/08/2017 21:30	2165
21/08/2017 21:39	1645
21/08/2017 21:49	1469
21/08/2017 21:59	1378
21/08/2017 22:08	1321
21/08/2017 22:18	1320
21/08/2017 22:27	1242
21/08/2017 22:37	1327
21/08/2017 22:46	1191
21/08/2017 22:56	1160
21/08/2017 23:06	1123
21/08/2017 23:15	1123
21/08/2017 23:25	1172
21/08/2017 23:34	1177
21/08/2017 23:44	1069
21/08/2017 23:53	961
05/10/2017 00:03	1348
05/10/2017 00:13	1173
05/10/2017 00:23	1361
05/10/2017 00:32	1092
05/10/2017 00:42	926
05/10/2017 00:51	970
05/10/2017 01:05	676
05/10/2017 01:15	745
05/10/2017 01:25	1014
05/10/2017 01:34	772
05/10/2017 01:44	561
05/10/2017 01:53	586
05/10/2017 02:03	586
05/10/2017 02:12	721
05/10/2017 02:22	721
05/10/2017 02:32	642
05/10/2017 02:41	612
05/10/2017 02:51	803
05/10/2017 03:00	813
05/10/2017 03:10	777
05/10/2017 03:19	776
05/10/2017 03:29	698
05/10/2017 03:39	671
05/10/2017 03:48	600
05/10/2017 03:58	601
05/10/2017 04:07	776
05/10/2017 04:17	861
05/10/2017 04:26	564
05/10/2017 04:36	778
05/10/2017 04:46	959
05/10/2017 04:55	1087
05/10/2017 05:05	996
05/10/2017 05:14	1258
05/10/2017 05:24	1332
05/10/2017 05:33	1276
05/10/2017 05:43	1266
05/10/2017 05:53	1147
05/10/2017 06:02	1466
05/10/2017 06:12	1861
05/10/2017 06:21	1923
05/10/2017 06:31	2519
05/10/2017 06:40	3297
05/10/2017 06:50	3153
05/10/2017 06:59	5802
05/10/2017 07:09	5124
05/10/2017 07:19	4119
05/10/2017 07:28	4710
05/10/2017 07:38	4269
05/10/2017 07:47	7287
05/10/2017 07:57	5511
05/10/2017 08:06	5469
05/10/2017 08:16	4745
05/10/2017 08:26	4010
05/10/2017 08:35	5034
05/10/2017 08:45	4409
05/10/2017 08:54	3391
05/10/2017 09:04	2953
05/10/2017 09:13	3588
05/10/2017 09:23	2729
05/10/2017 09:33	3399
05/10/2017 09:42	3674
05/10/2017 09:52	3389
05/10/2017 10:01	2657
05/10/2017 10:11	3038
05/10/2017 10:20	2223
05/10/2017 10:30	2929
05/10/2017 10:40	2691
05/10/2017 10:49	2822
05/10/2017 10:59	2973
05/10/2017 11:08	3034
05/10/2017 11:18	2444
05/10/2017 11:27	2887
05/10/2017 11:37	3511
05/10/2017 11:47	2602
05/10/2017 11:56	2300
05/10/2017 12:06	2439
05/10/2017 12:15	2356
05/10/2017 12:25	2321
05/10/2017 12:34	2004
05/10/2017 12:44	1624
05/10/2017 12:54	2076
05/10/2017 13:03	1951
05/10/2017 13:13	1658
05/10/2017 13:22	1796
05/10/2017 13:32	1805
05/10/2017 13:41	1487
05/10/2017 13:51	1583
05/10/2017 14:01	1598
05/10/2017 14:10	1572
05/10/2017 14:20	1318
05/10/2017 14:29	1276
05/10/2017 14:39	1190
05/10/2017 14:48	1142
05/10/2017 14:58	1187
05/10/2017 15:08	1544
05/10/2017 15:17	791
05/10/2017 15:27	954
05/10/2017 15:36	1162
05/10/2017 15:46	895
05/10/2017 15:55	1266
05/10/2017 16:05	1347
05/10/2017 16:15	1433
05/10/2017 16:24	1244
05/10/2017 16:34	1052
05/10/2017 16:43	1429
05/10/2017 16:53	1103
05/10/2017 17:02	1303
05/10/2017 17:12	1563
05/10/2017 17:22	1291
05/10/2017 17:31	1489
05/10/2017 17:41	1509
05/10/2017 17:50	1346
05/10/2017 18:00	1515
05/10/2017 18:09	1718
05/10/2017 18:19	1628
05/10/2017 18:29	1407
05/10/2017 18:38	1572
05/10/2017 18:48	2082
05/10/2017 18:57	1989
05/10/2017 19:07	1708
05/10/2017 19:16	1691
05/10/2017 19:26	1689
05/10/2017 19:36	1662
05/10/2017 19:45	1549
05/10/2017 19:55	1607
05/10/2017 20:04	1978
05/10/2017 20:14	2340
05/10/2017 20:23	1751
05/10/2017 20:33	1530
05/10/2017 20:43	2139
05/10/2017 20:52	1807
05/10/2017 21:02	1662
05/10/2017 21:11	1989
05/10/2017 21:21	2510
05/10/2017 21:30	2462
05/10/2017 21:40	2777
05/10/2017 21:50	2009
05/10/2017 21:59	1749
05/10/2017 22:09	1655
05/10/2017 22:18	2139
05/10/2017 22:28	2154
05/10/2017 22:37	2491
05/10/2017 22:47	2597
05/10/2017 22:57	2500
05/10/2017 23:06	2306
05/10/2017 23:16	1862
05/10/2017 23:25	1797
05/10/2017 23:35	1375
05/10/2017 23:44	1223
05/10/2017 23:54	1372
06/10/2017 00:03	1600
06/10/2017 00:13	1542
06/10/2017 00:23	1203
06/10/2017 00:32	1194
06/10/2017 00:42	1306
06/10/2017 00:51	1679
06/10/2017 01:05	1769
06/10/2017 01:15	1303
06/10/2017 01:24	1807
06/10/2017 01:34	2375
06/10/2017 01:43	2484
06/10/2017 01:53	1807
06/10/2017 02:03	994
06/10/2017 02:12	1160
06/10/2017 02:22	1614
06/10/2017 02:31	2173
06/10/2017 02:41	2070
06/10/2017 02:50	1958
06/10/2017 03:00	1680
06/10/2017 03:10	1883
06/10/2017 03:19	2098
06/10/2017 03:29	1827
06/10/2017 03:38	1820
06/10/2017 03:48	1424
06/10/2017 03:57	1462
06/10/2017 04:07	1868
06/10/2017 04:17	1964
06/10/2017 04:26	1671
06/10/2017 04:36	1905
06/10/2017 04:45	1503
06/10/2017 04:55	1678
06/10/2017 05:04	1427
06/10/2017 05:14	1729
06/10/2017 05:24	1750
06/10/2017 05:33	1470
06/10/2017 05:43	1099
06/10/2017 05:52	999
06/10/2017 06:02	1497
06/10/2017 06:11	2308
06/10/2017 06:21	2471
06/10/2017 06:31	3116
06/10/2017 06:40	4079
06/10/2017 06:50	4291
06/10/2017 06:59	5318
06/10/2017 07:09	5286
06/10/2017 07:18	6274
06/10/2017 07:28	6085
06/10/2017 07:37	6609
06/10/2017 07:47	7812
06/10/2017 07:57	8210
06/10/2017 08:06	7071
06/10/2017 08:16	5690
06/10/2017 08:25	4983
06/10/2017 08:35	3986
06/10/2017 08:44	3884
06/10/2017 08:54	3709
06/10/2017 09:04	3690
06/10/2017 09:13	2972
06/10/2017 09:23	2368
06/10/2017 09:32	1710
06/10/2017 09:42	1426
06/10/2017 09:51	1607
06/10/2017 10:01	1730
06/10/2017 10:11	2075
06/10/2017 10:20	1478
06/10/2017 10:30	1181
06/10/2017 10:39	1552
06/10/2017 10:49	1355
06/10/2017 10:58	1298
06/10/2017 11:08	1519
06/10/2017 11:18	1239
06/10/2017 11:27	1809
06/10/2017 11:37	2648
06/10/2017 11:46	3432
06/10/2017 11:56	3629
06/10/2017 12:05	2599
06/10/2017 12:15	1959
06/10/2017 12:25	1728
06/10/2017 12:34	1700
06/10/2017 12:44	1540
06/10/2017 12:53	1869
06/10/2017 13:03	1993
06/10/2017 13:12	1923
06/10/2017 13:22	1867
06/10/2017 13:32	2628
06/10/2017 13:41	2102
06/10/2017 13:51	2728
06/10/2017 14:00	2712
06/10/2017 14:10	2043
06/10/2017 14:19	1562
06/10/2017 14:29	1512
06/10/2017 14:39	1617
06/10/2017 14:48	1761
06/10/2017 14:58	2362
06/10/2017 15:07	1765
06/10/2017 15:17	1598
06/10/2017 15:26	1987
06/10/2017 15:36	2154
06/10/2017 15:46	1685
06/10/2017 15:55	2014
06/10/2017 16:05	1912
06/10/2017 16:14	1953
06/10/2017 16:24	2053
06/10/2017 16:33	2221
06/10/2017 16:43	1996
06/10/2017 16:53	2020
06/10/2017 17:02	2083
06/10/2017 17:12	1915
06/10/2017 17:21	1956
06/10/2017 17:31	2097
06/10/2017 17:40	1673
06/10/2017 17:50	2148
06/10/2017 17:59	1821
06/10/2017 18:09	1782
06/10/2017 18:19	1998
06/10/2017 18:28	1859
06/10/2017 18:38	2279
06/10/2017 18:47	2551
06/10/2017 18:57	2072
06/10/2017 19:06	2191
06/10/2017 19:16	2575
06/10/2017 19:26	2468
06/10/2017 19:35	2830
06/10/2017 19:45	2736
06/10/2017 19:54	2580
06/10/2017 20:04	2290
06/10/2017 20:13	2600
06/10/2017 20:23	2833
06/10/2017 20:33	3120
06/10/2017 20:42	3133
06/10/2017 20:52	2799
06/10/2017 21:01	3737
06/10/2017 21:11	4844
06/10/2017 21:20	4670
06/10/2017 21:30	3622
06/10/2017 21:40	3045
06/10/2017 21:49	3138
06/10/2017 21:59	3092
06/10/2017 22:08	3138
06/10/2017 22:18	3216
06/10/2017 22:27	2964
06/10/2017 22:37	2966
06/10/2017 22:46	3132
06/10/2017 22:56	2755
06/10/2017 23:06	2480
06/10/2017 23:15	2684
06/10/2017 23:25	2838
06/10/2017 23:34	2811
06/10/2017 23:44	2936
06/10/2017 23:53	4588
